basin_outlet_id,A_max,C,h
6299,805000000.0,0.00551973508562,0.786631551016
9936,1028000000.0,0.0193413794915,0.726960290427
6300,1233000000.0,0.215127589091,0.602954432706
44,1324000000.0,0.00527175475131,0.781828015414
