,time [kyr],maxdiff,maxdiff_relief,diff_mean,diff_max_loc,maxdiff_perc
4888,48880.0,0.000626890446256,0.000626890446256,4.44179901251e-05,0.350998975636,0.000463335607992
4889,48890.0,0.00062669161116,0.00062669161116,4.3394608042e-05,0.349631224826,0.00045832319851
4890,48900.0,0.000626491327466,0.000626491327466,4.23802711111e-05,0.348244284681,0.000453358524073
4891,48910.0,0.000626289667252,0.000626289667252,4.13749406789e-05,0.346838809306,0.000448441256671
4892,48920.0,0.000626086703051,0.000626086703051,4.03785776371e-05,0.345415440316,0.000443571068012
4893,48930.0,0.000625882504664,0.000625882504664,3.93911420815e-05,0.343974807031,0.000438747629591
4894,48940.0,0.000625677141443,0.000625677141443,3.84125954724e-05,0.342517526669,0.000433970612748
4895,48950.0,0.000625470681598,0.000625470681598,3.74428969963e-05,0.341044204531,0.00042923968873
4896,48960.0,0.00062526319175,0.00062526319175,3.64820062941e-05,0.339555434189,0.000424554528748
4897,48970.0,0.000625054737611,0.000625054737611,3.55298835757e-05,0.338051797671,0.000419914804037
4898,48980.0,0.000624845383527,0.000624845383527,3.45864876863e-05,0.336533865642,0.00041532018591
4899,48990.0,0.000624635192935,0.000624635192935,3.36517774713e-05,0.335002197579,0.000410770345814
4900,49000.0,0.000624424227226,0.000624424227226,3.27257123445e-05,0.333457341951,0.000406264955386
4901,49010.0,0.000624212546882,0.000624212546882,3.18082506965e-05,0.331899836392,0.000401803686499
4902,49020.0,0.000624000211474,0.000624000211474,3.08993510316e-05,0.33033020787,0.000397386211321
4903,49030.0,0.000623787278755,0.000623787278755,2.99989720816e-05,0.328748972861,0.000393012202358
4904,49040.0,0.00062357380466,0.00062357380466,2.91070716685e-05,0.327156637509,0.000388681332506
4905,49050.0,0.000623359844667,0.000623359844667,2.82236084104e-05,0.325553697795,0.0003843932751
4906,49060.0,0.000623145452209,0.000623145452209,5.58780469646e-05,0.396123338972,0.000564436543327
4907,49070.0,0.000622930679583,0.000622930679583,5.53354070689e-05,0.392798315502,0.000558940879784
4908,49080.0,0.000622715577947,0.000622715577947,5.47877623376e-05,0.389501135022,0.000553495212154
4909,49090.0,0.000622500195959,0.000622500195959,5.42349725947e-05,0.386231383088,0.000548099443686
4910,49100.0,0.000622284581823,0.000622284581823,5.36769697419e-05,0.382988662502,0.000543189714132
4911,49110.0,0.000622068781922,0.000622068781922,5.31137459348e-05,0.379772592456,0.000538338423709
4912,49120.0,0.000621852841277,0.000621852841277,5.25453410773e-05,0.376582807709,0.000533532004985
4913,49130.0,0.000621636803089,0.000621636803089,5.19718304304e-05,0.373418957802,0.000528769805366
4914,49140.0,0.000621420709194,0.000621420709194,5.13933146067e-05,0.370280706296,0.000524051195633
4915,49150.0,0.000621204600293,0.000621204600293,5.08099092258e-05,0.367167730053,0.00051937556879
4916,49160.0,0.000620988514811,0.000620988514811,5.02217400253e-05,0.364079718542,0.000514742338959
4917,49170.0,0.000620772490265,0.000620772490265,4.9628936722e-05,0.361016373173,0.000510150940332
4918,49180.0,0.000620556562581,0.000620556562581,4.90316316473e-05,0.357977406662,0.000505600826161
4919,49190.0,0.000620340765408,0.000620340765408,4.84299546315e-05,0.354962542423,0.000501091467798
4920,49200.0,0.000620125131718,0.000620125131718,4.78240356188e-05,0.351971513985,0.000496622353774
4921,49210.0,0.000619909692659,0.000619909692659,4.72140017109e-05,0.349004064437,0.000492192988923
4922,49220.0,0.000619694477109,0.000619694477109,4.65999777362e-05,0.346059945898,0.000487802893542
4923,49230.0,0.000619479513716,0.000619479513716,4.59820879541e-05,0.343138919005,0.000483451602595
4924,49240.0,0.000619264828174,0.000619264828174,4.53604546919e-05,0.340240752437,0.000479138664952
4925,49250.0,0.000619050445493,0.000619050445493,4.47352014135e-05,0.33736522245,0.000474863642662
4926,49260.0,0.000618836388639,0.000618836388639,4.41064497636e-05,0.334512112437,0.000470626110262
4927,49270.0,0.00061862267944,0.00061862267944,4.34743242295e-05,0.331681212515,0.000466425654125
4928,49280.0,0.000618409337676,0.000618409337676,4.2839784328e-05,0.328872319127,0.000462261871837
4929,49290.0,0.000618196381311,0.000618196381311,4.22094622081e-05,0.326085234666,0.000458134371597
4930,49300.0,0.000617983827851,0.000617983827851,4.15760024453e-05,0.323319767117,0.000454042771668
4931,49310.0,0.00061777169185,0.00061777169185,4.09395373708e-05,0.32057572972,0.000449986699833
4932,49320.0,0.000617559987404,0.000617559987404,4.03001995437e-05,0.317852940653,0.000445965792902
