basin_outlet_id,A_max,C,h
6300,786000000.0,0.556729579564,0.553625213394
2399,841000000.0,0.0373096526134,0.696009780656
35,960000000.0,0.368824330527,0.570121573135
9936,1382000000.0,0.00644648690508,0.772761124045
