basin_outlet_id,A_max,C,h
22,477000000.0,0.182290429289,0.615188987233
2399,477000000.0,0.311134631135,0.587304361246
50,881000000.0,0.0854319137322,0.640308803211
9935,1928000000.0,0.0175412263181,0.71745067151
